Burger,Fries,Cola,Shake,Chicken Nuggets,Salad,Ice Cream,Coffee,Tea,Smoothie,Onion Rings,Cheese Sticks,Pasta,Soup,Grilled Sandwich,Wrap,Muffin,Donut,Brownie,Water,Transaction_ID
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1122
0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1123
0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1124
0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1125
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1126
0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1127
1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1128
1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1129
0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1130
0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1131
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1132
0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1133
1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1134
1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1135
0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1136
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1137
0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1138
1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1139
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1140
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1141
0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1142
1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1143
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1144
0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1145
0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1146
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1147
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1148
0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1149
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1150
0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1151
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1152
1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1153
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1154
0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1155
0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1156
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1157
0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1158
1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1159
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1160
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1161
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1162
0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1163
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1164
0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1165
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1166
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1167
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1168
1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1169
1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1170
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1171
0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1172
1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1173
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1174
0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1175
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1176
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1177
1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1178
1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1179
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1180
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1181
1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1182
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1183
0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1184
1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1185
1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1186
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1187
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1188
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1189
0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1190
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1191
0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1192
1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1193
0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1194
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1195
0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1196
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1197
1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1198
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1199
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1200
0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1201
0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1202
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1203
1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1204
1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1205
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1206
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1207
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1208
1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1209
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1210
1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1211
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1212
0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1213
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1214
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1215
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1216
0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1217
1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1218
1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1219
0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1220
1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1221
1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1222
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1223
1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1224
1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1225
0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1226
1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1227
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1228
0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1229
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1230
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1231
0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1232
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1233
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1234
0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1235
1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1236
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1237
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1238
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1239
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1240
0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1241
0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1242
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1243
0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1244
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1245
1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1246
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1247
0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1248
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1249
0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1250
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1251
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1252
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1253
0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1254
1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1255
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1256
0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1257
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1258
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1259
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1260
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1261
1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1262
1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1263
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1264
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1265
0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1266
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1267
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1268
0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1269
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1270
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1271
1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1272
0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1273
1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1274
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1275
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1276
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1277
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1278
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1279
0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1280
0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1281
1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1282
0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1283
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1284
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1285
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1286
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1287
0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1288
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1289
0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1290
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1291
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1292
1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1293
0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1294
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1295
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1296
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1297
0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1298
1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1299
0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1300
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1301
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1303
0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1304
0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1305
0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1306
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1307
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1308
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1309
0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1310
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1311
1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1312
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1313
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1314
1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1315
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1316
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1317
0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1318
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1319
0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1320
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1321
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1322
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1323
0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1324
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1325
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1326
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1327
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1328
0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1329
1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1330
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1331
1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1332
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1333
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1334
0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1335
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1336
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1337
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1338
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1339
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1340
1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1341
0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1342
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1343
1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1344
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1345
1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1346
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1347
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1348
1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1349
0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1350
1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1351
0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1352
0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1353
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1354
1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1355
0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1356
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1357
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1358
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1359
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1360
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1361
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1362
0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1363
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1364
1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1365
0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1366
0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1367
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1368
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1369
1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1370
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1371
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1372
1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1373
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1374
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1375
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1376
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1377
1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1378
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1379
1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1380
0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1381
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1382
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1383
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1384
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1385
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1386
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1387
1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1388
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1389
0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1390
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1391
1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1392
1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1393
0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1394
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1395
0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1396
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1397
0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1398
0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1399
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1400
1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1401
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1402
0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1403
0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1404
0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1405
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1406
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1407
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1408
0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1409
0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1410
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1411
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1412
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1413
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1414
0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1415
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1416
1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1417
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1418
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1419
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1420
0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1421
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1422
1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1423
0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1424
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1425
0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1426
0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1427
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1428
0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1429
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1430
0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1431
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1432
0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1433
1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1434
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1435
0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1436
0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1437
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1438
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1439
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1440
0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1441
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1442
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1443
